"Data Source","World Development Indicators",

"Last Updated Date","2021-07-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"American Samoa","ASM","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Antigua and Barbuda","ATG","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Australia","AUS","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0137434633369967","0.0644376748394355","0.134577071258963","0.29550027773109","1.21883933287334","1.28608102274619","1.31831159858324","1.48390246115583","1.32902941613264","2.81916476562466","2.69640744858571","1.97070421906171","1.11256256224888","1.60113505279466","1.7152483022275","2.10332267689582","0.878329371405191","1.32151027400429","0.793906532882025","0.816881277074704","1.25372490883897","0.642433059428704","0.696086251571807","0.666532024065992","0.618007601131023","0.620470024681157","0.73027983129065","0.611584494866293","0.312685552111602","0.523036465328325","1.29791364548063","0.928857191733014","0.879958293147193","0.708159048145651","0.667582844168191","0.934197020773284","0.989480462813008","0.929552380629163","1.06806190954798","0.637010900527696","0.77521671491599","0.833347947056669","0.715930089899825","0.534822878882056","0.534261539241867","0.20609123021818","0.171619814628664","0.210123173418994","0.314528235503313","0.368744009615464","",
"Austria","AUT","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0121883140864806","0.0152445437287378","0.0194847509995574","0.0357334309567972","0.227397451555862","0.174581956918299","0.171071783509507","0.143447361928775","0.113050769593995","0.217581175046292","0.22929886094861","0.181564257279171","0.10366693106439","0.145610853303623","0.149688128233789","0.1436459534103","0.0411742896821065","0.0520684868141988","0.0396011157717975","0.0639314646162509","0.067495755852194","0.0355668915134393","0.0300034457719379","0.0280818006302022","0.0233762101746234","0.0240139249733523","0.0321448492189536","0.0249749889232666","0.00667877305817232","0.0210943710480775","0.0561711755247493","0.040528677236383","0.0395597364351998","0.0368600439720057","0.0440501545196534","0.0567212599745549","0.0639440026749149","0.0601621689023904","0.0735167701833173","0.0423628193463226","0.0637973726309283","0.0931930622781171","0.0909527801964669","0.0747839736832254","0.0695772125949506","0.0326247585841933","0.0231090819829673","0.0316929794044449","0.0436724545773559","0.0383608276359863","",
"Azerbaijan","AZE","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4157480941837","6.56257238236829","10.8836832078726","12.4129914836559","12.5795408618078","14.488632951785","19.6438519190106","12.4497433388584","3.67730964318682","15.3326193806076","31.1170333561125","22.5279215620043","22.4266256833515","22.9831413518164","26.2894773452936","36.0241036441617","39.681362178868","36.411829891974","37.089190511476","24.6104966517234","29.3747478884258","31.8213223324878","27.8215476443262","23.7127986706928","20.4831490210851","12.0679391061669","13.195138208753","17.8561345541358","25.3076243145533","21.8627826553423","",
"Burundi","BDI","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Belgium","BEL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Benin","BEN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1.19780910067373","0.464408027997319","1.16123442883661","3.17748726590787","3.59711239129317","0.96129773131148","1.67036522504263","0.891877184010771","1.3249398016875","1.34912803112565","0.698483935065029","1.3297528541168","0.926694563454897","1.07452206783959","0.476212895567048","0.390142752681666","0.220770590563532","0.0583443812090621","0.0850022950805211","0.129550143110367","0.0847870308807583","0.0860115484226314","0.0349645800121008","0","0","0","0","0","0","0","0","0","0","0","0.0573710092058541","0.0536275742144246","0.0967762860311975","0.13053638898862","0.116143495141668","",
"Burkina Faso","BFA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bangladesh","BGD","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.000771790878262152","0.00100907922094061","0.00102834416802294","0.00110682049067114","0.00224622588871839","0.00260387604371732","0.00557301010838918","0.0058188055722858","0.00316410360814623","0.00438596709120981","0.0029857330917374","0.00198115067039785","0.00151030862605407","0.0097667138437134","0.0156811175010381","0.0157401064975027","0.00826813001153238","0.0105754310012778","0.00786078022740328","0.0107064337961716","0.0211318609264818","0.0119208176552172","0.0146183489839685","0.0145799078455192","0.0183715631960888","0.0143699225364553","0.0187976949303","0.0187673788646105","0.00903167114524345","0.0159620431051162","0.0312810813358113","0.0514114586464212","0.0830392261309407","0.0738980507730822","0.0886336329031148","0.0866682180330701","0.105327270754595","0.150246637183845","0.209689066210975","0.0859023695178138","0.109200661173282","0.146344073980969","0.163667983439649","0.134063363114031","0.0942057473881614","0.0292432760248232","0.0139593079921552","0.0173920182306968","0.0261805244410942","0.0154141285155065","",
"Bulgaria","BGR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.101818264506998","0.0777725241928778","0.0441743144068182","0.0759152006785544","0.10055927888798","0.15804116327541","0.0550550460513493","0.065737060200767","0.0446972719775705","0.0840875645178923","0.0991663372146847","0.0261735173338885","0.0269160259771234","0.0228199503513861","0.0256930026101187","0.0133009190590019","0.0201896647398378","0.0148516848429862","0.00379165357403962","0.0149719021910057","0.0375094446934742","0.018192519744964","0.0204986839856226","0.0153109893979889","0.0279829860935424","0.0356444575173241","0.0372799879601076","0.0314473075364509","0.0361587690389199","0.0199786613436031","0.0296243808346919","0.0396344124238002","0.0407677607902379","0.0357981003914901","0.0314779374866787","0.0149237314555368","0.0112069911123285","0.0157199256706544","0.0226833661611279","0.0196671737938223","",
"Bahrain","BHR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","18.6427675266714","13.9252047696167","10.0497412834998","9.59303677467005","8.80522550695773","9.40361632031343","5.83384789804298","7.0117216858912","5.46528342409832","7.14769331470117","8.6188073832718","4.33862149049099","4.27781466782537","4.11722588322867","3.50255811678308","3.61123817103488","3.69147765226118","3.65585058213175","2.22784858706092","3.0832969846049","3.90312221462433","3.13244016240182","2.96984196819738","3.06954469214889","3.36090060262139","3.87391092126477","3.99583214850998","3.65646392130113","4.16546926786873","2.72768010603935","3.33562895030478","4.31055292400201","4.76763449419972","5.05512561310018","4.57462848775669","2.44740453424048","1.81372211734587","1.96374359111284","2.42564570734149","2.15006231106463","",
"Bahamas, The","BHS","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bosnia and Herzegovina","BIH","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Belarus","BLR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18698082653184","0.557718944237723","0.596514346062165","0.605350844687144","0.604524876449772","0.695850375435131","0.874755600186411","0.719754804773541","0.170263664213634","0.76834462690904","1.69039634852875","1.28283824812641","1.13654404162879","1.09921604131392","1.15082304568192","1.2350057144946","1.21464095419951","1.07946259410711","1.12721044328532","0.673974664864663","0.895421856098221","1.25248495143498","1.12697704345134","0.875074994304043","0.743865518390672","0.421769562603609","0.385046134517662","0.513979546216422","0.560376167831719","0.725318665831382","",
"Belize","BLZ","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0424087995953228","3.00768070889445","3.92070831740586","5.88913996997972","3.41758963549469","4.85848966350988","6.52830309694745","4.44027063761741","3.11510043015275","2.1532446655728","0.788575477220803","0.561912380184334","0.899699271477281","1.36012942994002","1.21655695629228","",
"Bermuda","BMU","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bolivia","BOL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.622809857484866","0.838224895401467","0.700417076681256","1.16129477339784","3.63968610191211","3.08149455111293","2.97672197414932","1.90395046237865","2.07491307943957","4.51410652834276","5.56883662962739","2.92901777689239","2.10952972258705","2.60690657587131","2.11949005027588","2.23138347468186","1.20664835711829","1.86210537563927","1.30361320781595","1.98521306146866","2.80731471834457","1.45100635587098","1.48419370230849","1.39982520929885","1.34874716251636","1.61549069790589","2.08350612462135","1.59573971746341","0.929678395588174","1.54227502367954","2.64590318314096","2.27860779939748","2.34240240596352","2.46990494243858","4.94938148623872","7.2477852404794","6.88456409393478","6.23954066838826","5.27718083844489","2.20343852439297","2.84350392455642","3.66150873360097","3.68578548097543","3.50607368019737","3.1499831715049","1.34065727692375","1.02885327782618","1.54537083602004","2.22151471944557","1.97256719115534","",
"Brazil","BRA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0851104867705726","0.10982300600933","0.101587221275985","0.124957968494118","0.50583872558465","0.414976402659186","0.34427409356168","0.248655700610103","0.234960442059667","0.55105360695076","0.723037051275337","0.631887566161953","0.453320583296302","1.0713941175209","1.41501024511509","1.51772092437183","0.566057404935855","0.81553681018495","0.528933988075014","0.655539282232264","0.8888278358975","0.385817187466782","0.623325021053115","0.563715635840941","0.421958964386819","0.347851403292223","0.477631043927364","0.417701964011495","0.253128160007389","0.753978123754768","1.43771967022111","1.25092669472141","1.64931577383532","1.82374728030745","2.01210949741776","2.49931349540251","2.50783554546055","2.0794199711598","2.42249871499825","1.32026422582557","1.50085265012024","1.99161326276229","2.00920306226434","1.85493944914679","1.86746966097789","1.07608434602048","0.820121600810678","1.23533807389309","2.05380627090789","2.03819585673231","",
"Barbados","BRB","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","1.46206503894097","1.17921000541979","1.28433284931885","0.84291784681337","0.808579271425267","1.63383037212384","1.2367682634391","0.807578048888629","0.421955475266628","0.519844373990438","0.924612953220188","0.851256506732679","0.34288534363623","0.348066807441645","0.22622018163989","0.256669921809089","0.388069968131006","0.219261252654016","0.285356190159026","0.2418218598489","0.195643532788303","0.225644609588206","0.216161393170831","0.15798324316647","0.128197177699047","0.257022854534987","0.371341868255761","0.224811889824521","0.185329027112549","0.212054228392855","0.264647831593771","0.357157671553329","0.42054977296965","0.355577638296038","0.473749236129276","0.252706197843216","0.356179036793126","0.531359629335728","0.521252076196213","0.48458428969876","0.433147947355734","0.168746667383593","0.121477367685448","0.195257684635357","0.294328607941872","0.258224679030814","",
"Brunei Darussalam","BRN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","2.45319610668449","6.84421857580684","16.0272016327812","27.426704716979","55.171193757999","51.8002075470896","53.5733247987504","51.504426327367","48.0136643330344","","50.6720665960361","32.9838843708672","21.0420031764835","28.7098846039206","28.4971753094847","28.6273054202356","21.6405776070817","23.0496987408511","17.7060523188219","22.0592357378776","28.8715034094901","16.6788201432622","16.6715802011492","16.5911033807434","15.207928427449","13.9338912866374","15.5893471316259","13.9256205043512","8.90246738017333","14.9142307146938","24.0200542093344","18.6453266105892","15.4756474801202","16.7163133120688","21.2272629594767","27.9648701524594","29.2957601812926","21.6076336120831","22.7312114956522","15.2741268968766","17.7545263710397","23.8966780461489","20.8808358209975","17.0079090864609","14.8515784878176","7.70845064847477","6.85291594155106","8.81131433768698","11.6561779192679","11.6196140360714","",
"Bhutan","BTN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Botswana","BWA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Central African Republic","CAF","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Canada","CAN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.651772171029664","0.688216006641802","0.732302331623343","0.907919113463471","2.575101667952","2.32164989003099","2.01612275791068","2.26754281972431","2.17292975130641","4.56036540627445","5.23812102370028","3.39676921812536","2.07729184634169","2.69715049611769","2.68450382092298","2.49246542793625","1.08229306672732","1.55446939867376","0.976835080829974","1.23083841278507","1.60136727635081","1.06611717478202","1.18135698520694","1.11608310654199","0.998850181021694","1.0750735150594","1.34756047508205","0.863363511029531","0.365183495760599","0.788534866168558","1.46479265954374","0.80943372719997","0.883722775491993","1.00316172087743","1.35984001803443","1.66720104418872","1.55708079181916","1.59625467093616","2.61879798056548","1.41454068614139","1.48075599185927","2.02701532410957","1.23592904909177","1.45436488351025","1.23720479763917","0.0378489884219228","0.466914190145883","0.888591779402056","1.78050653634303","1.60477784160866","",
"Central Europe and the Baltics","CEB","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.101818264506998","0.0777725241928778","0.0441743144068182","0.0759152006785544","0.10055927888798","0.15804116327541","0.0550550460513493","1.02291799792646","0.715175173669317","1.06790991501912","0.48905625535755","0.210659262123671","0.205145514221685","0.188706790816171","0.160984211553733","0.141817589357325","0.18455556443304","0.1495813603051","0.0329874919276488","0.116456411341793","0.266237080574725","0.185493050210836","0.173634740178776","0.163450793055632","0.181866795944718","0.205783273191481","0.201842771810016","0.170964467397339","0.20159944008637","0.127091455553026","0.174822539858621","0.238845587096844","0.230377647177824","0.202447687095658","0.170686594123333","0.081601709990806","0.0633666066767235","0.0849045573402436","0.120238947400058","0.106725561965471","",
"Switzerland","CHE","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Channel Islands","CHI","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0813587812819298","0.0967002718280453","0.101580454628503","0.117341146675607","0.62661511859395","1.27273659731412","1.01588179656381","0.648880010705631","0.612009859640513","1.13415163811131","1.06113285352105","0.928927425572475","0.83386332088198","1.23103571656102","1.20584303638315","1.22001480661949","0.435438491505892","0.571194785748052","0.290732936328338","0.344594580372614","0.393011231765288","0.165888026790575","0.130172856818241","0.110897842992227","0.0763590619092656","0.0554210476004941","0.060232848441967","0.0380306774694073","0.0224229879224741","0.0410653216957169","0.0644894261447038","0.0505565228750651","0.0495340647969044","0.0539838908056113","0.0513613249742842","0.0490260028495843","0.0311655417237703","0.0244145124701578","0.0390196049299216","0.0241146811571113","0.0307461198993072","0.0449955318760636","0.0547120692087721","0.0542677322735279","0.0513822340870112","0.0204204172034657","0.010363455133798","0.0113807674359456","0.0150584641246471","0.0154420663833355","",
"China","CHN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0214213398877753","0.0828885166629853","0.191868271253543","0.399584994121688","2.70201943848095","3.0644941254816","3.98374500425167","4.22611534044637","5.42751991436235","11.1427515344865","11.7976625397849","9.16932965629745","5.82621743268576","6.29161388051206","5.94872662322603","5.3432675932076","2.68318125882379","4.50751504248542","3.05579449989882","3.96547397998657","5.21575548255788","2.83213988544491","2.81662298379486","2.68500968447768","1.92990238755878","1.65234370627237","1.88627419673753","1.51234589966949","0.716771746778277","1.10912605698827","2.00806884381282","1.32203890074748","1.26421442515728","1.32305075428969","1.67197670504428","2.26265319972949","2.27585108393375","1.86311714226183","2.03469786769203","0.950748491930409","1.24346297994017","1.52661479077706","1.32981903328539","1.11001896293307","0.899303001957935","0.336653518399789","0.254905625928507","0.331717045794738","0.434241039388983","0.383458587815659","",
"Cote d'Ivoire","CIV","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.0737043528790064","0.298553992092849","0.190935322561378","1.06954513188454","1.88298759963655","1.88679731653779","0.350608615020566","0.665259884925887","0.338185061820786","0.101996817482021","0.122465763441728","0.0661176023880644","0.0541419708825705","0.0164500849228048","0.238057982537579","0.251199577945932","0.607071222971518","0.616721880942033","0.227149499574175","0.378704141585861","0.707246695988132","0.435666145306133","0.434172599019037","0.577813062158449","1.31468664463742","3.00810986504107","5.59502139872057","4.60610097104967","6.35701952837919","2.8699495698531","3.22832240239755","4.24366106005345","3.74121484107974","2.82844512116057","2.02883689102359","0.432285326567572","0.503856573909614","0.851773088625502","1.11615729662393","1.0475005420051","",
"Cameroon","CMR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0.0744270659215477","0.872490414831763","4.57641213034029","6.45317099498087","4.09750426441893","2.38955116412716","4.9107916412953","8.25618685912222","10.6754255027404","2.67552450443293","5.27309817690089","3.77074317389333","7.5936885179496","9.54401453807082","4.26814395696214","4.94535110694929","2.9684548566258","2.96381962969181","3.96399328157208","4.73214434469501","4.40911730815754","1.63312851469784","2.79033531843774","5.54537404867095","3.27890474399054","2.70630069496642","2.14849076493376","3.17463544848788","6.04745995253376","7.17709268910555","6.68240371525999","8.04757241679566","3.57636626788673","4.55669824312095","5.71840139723045","5.7221811101177","4.63660520320799","4.27192769522796","2.12104134746526","1.68071585651115","2.50077134390863","3.12062242784709","2.80179480883054","",
